Methscopolamine	phenelzine	int	methscopolamine may interact with antidepressants ( tricyclic type ) , mao inhibitors ( e.g. , phenelzine , linezolid , tranylcypromine , isocarboxazid , selegiline , furazolidone ) , quinidine , amantadine , antihistamines ( e.g. , diphenhydramine ) , other anticholinergics , potassium chloride supplements , antacids , absorbent type anti diarrhea medicines ( e.g. , kaolin pectin ) , phenothiazines ( e.g. , chlorpromazine , promethazine ) .
L-glutamine	indomethacin	effect	indomethacin concomitant use of l-glutamine and indomethacin may ameliorate increased intestinal permeability caused by indomethacin .
methotrexate	L-glutamine	effect	methotrexate there is one report that methotrexate may decrease the possible effectiveness of supplemental l-glutamine for chemotherapy induced mucositis .
ZEMURON	succinylcholine	advise	if zemuron is administered following administration of succinylcholine , it should not be given until recovery from succinylcholine has been observed .
phenytoin	mifepristone	mechanism	john s wort , and certain anticonvulsants ( phenytoin , phenobarbital , carbamazepine ) may induce mifepristone metabolism ( lowering serum levels of mifepristone ) .
cimetidine	mebendazole	mechanism	preliminary evidence suggests that cimetidine inhibits mebendazole metabolism and may result in an increase in plasma concentrations of mebendazole .
pantoprazole	ketoconazole	mechanism	because of profound and long lasting inhibition of gastric acid secretion , pantoprazole may interfere with absorption of drugs where gastric ph is an important determinant of their bioavailability ( eg , ketoconazole , ampicillin esters , and iron salts ) .
adrenergic agents	tricyclic antidepressants	effect	the pressor response of adrenergic agents may also be potentiated by tricyclic antidepressants .
digoxin	sulfasalazine	mechanism	reduced absorption of folic acid and digoxin have been reported when those agents were administered concomitantly with sulfasalazine .
Cerezyme	ZAVESCA	advise	combination therapy with cerezyme ( imiglucerase ) and zavesca is not indicated .
FLOMAX	alpha-adrenergic blocking agents	advise	however , interactions may be expected and flomax capsules should not be used in combination with other alpha-adrenergic blocking agents .
Lamivudine	zalcitabine	effect	lamivudine and zalcitabine may inhibit the intracellular phosphorylation of one another .
rimantadine HCl	Cimetidine	mechanism	when a single dg mg dose of rimantadine hcl was administered one hour after the initiation of cimetidine ( dg mg four times a day ) , the apparent total rimantadine clearance of this single dose in normal healthy adults was reduced by dg % ( compared to the apparent total rimantadine clearance in the same subjects in the absence of cimetidine ) .
acetaminophen	rimantadine	mechanism	coadministration with acetaminophen reduced the peak concentration and auc values for rimantadine by approximately dg % .
tetracyclines	magnesium	mechanism	absorption of tetracyclines is impaired by antacids containing aluminum , calcium or magnesium , and iron containing preparations .
Sanctura	morphine	mechanism	drugs eliminated by active tubular secretion : although studies to assess drug drug interactions with sanctura have not been conducted , sanctura has the potential for pharmacokinetic interactions with other drugs that are eliminated by active tubular secretion ( e.g. digoxin , procainamide , pancuronium , morphine , vancomycin , metformin and tenofovir ) .
mazindol	monoamine oxidase inhibitor	advise	you can not take mazindol if you have taken a monoamine oxidase inhibitor ( maoi ) such as isocarboxazid ( marplan ) , tranylcypromine ( parnate ) , or phenelzine ( nardil ) in the last dg days .
mazindol	isocarboxazid	advise	you can not take mazindol if you have taken a monoamine oxidase inhibitor ( maoi ) such as isocarboxazid ( marplan ) , tranylcypromine ( parnate ) , or phenelzine ( nardil ) in the last dg days .
BUSULFEX	phenytoin	mechanism	since the pharmacokinetics of busulfex were studied in patients treated with phenytoin , the clearance of busulfex at the recommended dose may be lower and exposure ( auc ) higher in patients not treated with phenytoin .
acetaminophen	BUSULFEX	mechanism	because busulfan is eliminated from the body via conjugation with glutathione , use of acetaminophen prior to ( dg hours ) or concurrent with busulfex may result in reduced busulfan clearance based upon the known property of acetaminophen to decrease glutathione levels in the blood and tissues .
sertraline	sumatriptan	effect	therefore , the use of sumatriptan succinate tablets in patients receiving mao a inhibitors is contraindicated . selective serotonin reuptake inhibitors ( ssris ) ( e.g. , fluoxetine , fluvoxamine , paroxetine , sertraline ) have been reported , rarely , to cause weakness , hyperreflexia , and incoordination when coadministered with sumatriptan .
sumatriptan	SSRI	advise	if concomitant treatment with sumatriptan and an ssri is clinically warranted , appropriate observation of the patient is advised .
aminosalicylate derivatives	thioguanine	mechanism	as there is in vitro evidence that aminosalicylate derivatives ( e.g. , olsalazine , mesalazine , or sulphasalazine ) inhibit the tpmt enzyme , they should be administered with caution to patients receiving concurrent thioguanine therapy .
olsalazine	thioguanine	mechanism	as there is in vitro evidence that aminosalicylate derivatives ( e.g. , olsalazine , mesalazine , or sulphasalazine ) inhibit the tpmt enzyme , they should be administered with caution to patients receiving concurrent thioguanine therapy .
mesalazine	thioguanine	mechanism	as there is in vitro evidence that aminosalicylate derivatives ( e.g. , olsalazine , mesalazine , or sulphasalazine ) inhibit the tpmt enzyme , they should be administered with caution to patients receiving concurrent thioguanine therapy .
Isopto Carbachol	suprofen	effect	other eye drops or medications such as acetylcholine chloride ( miochol ) and carbachol ( carboptic , isopto carbachol ) may decrease the effects of suprofen ophthalmic .
paricalcitol	clarithromycin	advise	a multiple dose drug drug interaction study demonstrated that ketoconazole approximately doubled paricalcitol auc0 . since paricalcitol is partially metabolized by cyp3a and ketoconazole le is known to be a strong inhibitor of cytochrome p450 3a enzyme , care should be taken while dosing paricalcitol with ketoconazole and other strong p450 3a inhibitors including atazanavir , clarithromycin , indinavir , itraconazole , nefazodone , nelfinavir , ritonavir , saquinavir , telithromycin or voriconazole .
paricalcitol	saquinavir	advise	a multiple dose drug drug interaction study demonstrated that ketoconazole approximately doubled paricalcitol auc0 . since paricalcitol is partially metabolized by cyp3a and ketoconazole le is known to be a strong inhibitor of cytochrome p450 3a enzyme , care should be taken while dosing paricalcitol with ketoconazole and other strong p450 3a inhibitors including atazanavir , clarithromycin , indinavir , itraconazole , nefazodone , nelfinavir , ritonavir , saquinavir , telithromycin or voriconazole .
zidovudine	ZERIT	advise	therefore , use of zidovudine in combination with zerit should be avoided .
stavudine	doxorubicin	effect	in vitro data indicate that the phosphorylation of stavudine is also inhibited at relevant concentrations by doxorubicin and ribavirin .
Thiazide drugs	tubocurarine	effect	thiazide drugs may increase the responsiveness of tubocurarine .
Lithium	thiazides	mechanism	lithium renal clearance is reduced by thiazides , increasing the risk of lithium toxicity .
indomethacin	pramipexole	mechanism	other drugs eliminated via renal secretion : population pharmacokinetic analysis suggests that coadministration of drugs that are secreted by the cationic transport system ( e.g. , cimetidine , ranitidine , diltiazem , triamterene , verapamil , quinidine , and quinine ) decreases the oral clearance of pramipexole by about dg % , while those secreted by the anionic transport system ( e.g. , cephalosporins , penicillins , indomethacin , hydrochlorothiazide , and chlorpropamide ) are likely to have little effect on the oral clearance of pramipexole .
FLUOTHANE	non-depolarising muscle relaxant	effect	fluothane augments the action of non-depolarising muscle relaxants and the muscle relaxant effects of aminoglycosides .
FLUOTHANE	aminoglycosides	effect	fluothane augments the action of non depolarising muscle relaxants and the muscle relaxant effects of aminoglycosides .
adrenaline	FLUOTHANE	advise	caution should be exercised during the administration of adrenaline to patients anaesthetised with fluothane as arrhythmias may be precipitated .
alcohol	mirtazapine	mechanism	alcohol : concomitant administration of alcohol ( equivalent to dg g ) had a minimal effect on plasma levels of mirtazapine ( dg mg ) in dg healthy male subjects .
terfenadine	macrolide antibiotics	advise	concomitant administration of terfenadine with clarithromycin , erythromycin , or troleandomycin is contraindicated : pending full characterization of potential interactions , concomitant administration of terfenadine with other macrolide antibiotics , including azithromycin , is not recommended .
terfenadine	troleandomycin	advise	concomitant administration of terfenadine with clarithromycin , erythromycin , or troleandomycin is contraindicated : pending full characterization of potential interactions , concomitant administration of terfenadine with other macrolide antibiotics , including azithromycin , is not recommended .
valdecoxib	fluconazole	mechanism	concomitant single dose administration of valdecoxib dg mg with multiple doses of ketoconazole and fluconazole produced a significant increase in exposure of valdecoxib .
valdecoxib	fluconazole	mechanism	plasma exposure ( auc ) to valdecoxib was increased dg % when coadministered with fluconazole and dg % when coadministered with ketoconazole .
valdecoxib	omeprazole	mechanism	coadministration with valdecoxib increased exposure of omeprazole ( auc ) by dg % .
valdecoxib	diazepam	effect	although the magnitude of changes in diazepam plasma exposure when coadministered with valdecoxib were not sufficient to warrant dosage adjustments , patients may experience enhanced sedative side effects caused by increased exposure of diazepam under this circumstance .
doxapram	muscle relaxant drugs	effect	in patients who have received muscle relaxants , doxapram may temporarily mask the residual effects of muscle relaxant drugs .
phenobarbital	clonazepam	mechanism	cytochrome p dg inducers , such as phenytoin , carbamazepine and phenobarbital , induce clonazepam metabolism , causing an approximately dg % decrease in plasma clonazepam levels .
benzodiazepine class	narcotics	effect	pharmacodynamic interactions : the cns depressant action of the benzodiazepine class of drugs may be potentiated by alcohol , narcotics , barbiturates , nonbarbiturate hypnotics , antianxiety agents , the phenothiazines , thioxanthene and butyrophenone classes of antipsychotic agents , monoamine oxidase inhibitors and the tricyclic antidepressants , and by other anticonvulsant drugs .
benzodiazepine class	barbiturates	effect	pharmacodynamic interactions : the cns depressant action of the benzodiazepine class of drugs may be potentiated by alcohol , narcotics , barbiturates , nonbarbiturate hypnotics , antianxiety agents , the phenothiazines , thioxanthene and butyrophenone classes of antipsychotic agents , monoamine oxidase inhibitors and the tricyclic antidepressants , and by other anticonvulsant drugs .
benzodiazepine class	phenothiazines classes of antipsychotic agents	effect	pharmacodynamic interactions : the cns depressant action of the benzodiazepine class of drugs may be potentiated by alcohol , narcotics , barbiturates , nonbarbiturate hypnotics , antianxiety agents , the phenothiazines , thioxanthene and butyrophenone classes of antipsychotic agents , monoamine oxidase inhibitors and the tricyclic antidepressants , and by other anticonvulsant drugs .
fluconazole	midazolam	mechanism	drugs such as erythromycin , diltiazem , verapamil , ketoconazole , fluconazole and itraconazole were shown to significantly increase the c max and auc of orally administered midazolam .
carbamazepine	midazolam	mechanism	inducers of cyp3a4 isozymes : cytochrome p450 inducers , such as rifampin , carbamazepine , and phenytoin , induce metabolism and caused a markedly decreased c max and auc of oral midazolam in adult studies .
opioids	levomepromazine	effect	dosages of concomitantly administered opioids should be reduced by approximately half , because levomepromazine amplifies the therapeutic actions and side effects of opioids .
levomepromazine	anticholinergic drugs	advise	exert particular caution in combining levomepromazine with other anticholinergic drugs ( tricyclic antidepressants and antiparkinsonian agents ) : particularly the elderly may develop delirium , high fever , severe obstipation , even ileus and glaucoma .
levomepromazine	antiparkinsonian-agents	advise	exert particular caution in combining levomepromazine with other anticholinergic drugs ( tricyclic antidepressants and antiparkinsonian-agents ) : particularly the elderly may develop delirium , high fever , severe obstipation , even ileus and glaucoma .
ephedrine	levomepromazine	effect	caffeine and / or stimulantes of the ephedrine / amphetamine type may counteract the specific actions of levomepromazine .
oxycodone hydrochloride	CNS depressants	effect	the cns depressant effects of oxycodone hydrochloride may be additive with that of other cns depressants..
fluvoxamine	astemizole	advise	consequently , it is recommended that fluvoxamine not be used in combination with either terbinafine , astemizole , or cisapride .
alprazolam	fluvoxamine	effect	moreover , as noted with alprazolam , the effect of fluvoxamine may even be more pronounced when it is administered at higher doses .
Fluvoxamine	MAOI	advise	therefore , it is recommended that fluvoxamine tablets not be used in combination with maois , or within dg days of discontinuing treatment with a maoi .
cisapride	ketoconazole	mechanism	terfenadine , astemizole and cisapride are all metabolized by the cytochrome p450iiia4 isozyme , and it has been demonstrated that ketoconazole , a potent inhibitor of iiia4 , blocks the metabolism of these drugs , resulting in increased plasma concentrations of parent drug .
phenytoin	ondansetron	mechanism	phenytoin , carbamazepine , and rifampicin : in patients treated with potent inducers of cyp3a4 ( i.e. , phenytoin , carbamazepine , and rifampicin ) , the clearance of ondansetron was significantly increased and ondansetron blood concentrations were decreased .
carbamazepine	ondansetron	mechanism	phenytoin , carbamazepine , and rifampicin : in patients treated with potent inducers of cyp3a4 ( i.e. , phenytoin , carbamazepine , and rifampicin ) , the clearance of ondansetron was significantly increased and ondansetron blood concentrations were decreased .
rifampicin	ondansetron	mechanism	phenytoin , carbamazepine , and rifampicin : in patients treated with potent inducers of cyp3a4 ( i.e. , phenytoin , carbamazepine , and rifampicin ) , the clearance of ondansetron was significantly increased and ondansetron blood concentrations were decreased .
ondansetron	tramadol	effect	however , on the basis of available data , no dosage adjustment for ondansetron is recommended for patients on these drugs.1 , dg tramadol : although no pharmacokinetic drug interaction between ondansetron and tramadol has been observed , data from dg small studies indicate that ondansetron may be associated with an increase in patient controlled administration of tramadol.4 , dg chemotherapy : tumor response to chemotherapy in the p dg mouse leukemia model is not affected by ondansetron .
Ketoconazole	tolterodine	mechanism	cyp3a4 inhibitors : ketoconazole , an inhibitor of the drug metabolizing enzyme cyp3a4 , significantly increased plasma concentrations of tolterodine when coadministered to subjects who were poor metabolizers ( see clinical pharmacology , variability in metabolism and drug drug interactions ) .
itraconazole	DETROL LA	advise	for patients receiving ketoconazole or other potent cyp3a4 inhibitors such as other azole antifungals ( eg , itraconazole , miconazole ) or macrolide antibiotics ( eg , erythromycin , clarithromycin ) or cyclosporine or vinblastine , the recommended dose of detrol la is dg mg daily .
ketoconazole	trimetrexate	mechanism	based on an in vitro rat liver model , nitrogen substituted imidazole drugs ( clotrimazole , ketoconazole , miconazole ) were potent , non competitive inhibitors of trimetrexate metabolism .
heparin	TNKase	effect	anticoagulants ( such as heparin and vitamin k antagonists ) and drugs that alter platelet function ( such as acetylsalicylic acid , dipyridamole , and gp iib / iiia inhibitors ) may increase the risk of bleeding if administered prior to , during , or after tnkase therapy .
MIVACRON	aminoglycosides	int	other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as mivacron include certain antibiotics ( e.g. , aminoglycosides , tetracyclines , bacitracin , polymyxins , lincomycin , clindamycin , colistin , and sodium colistimethate ) , magnesium salts , lithium , local anesthetics , procainamide , and quinidine .
MIVACRON	tetracyclines	int	other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as mivacron include certain antibiotics ( e.g. , aminoglycosides , tetracyclines , bacitracin , polymyxins , lincomycin , clindamycin , colistin , and sodium colistimethate ) , magnesium salts , lithium , local anesthetics , procainamide , and quinidine .
nondepolarizing agents	aminoglycosides	int	other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as mivacron include certain antibiotics ( e.g. , aminoglycosides , tetracyclines , bacitracin , polymyxins , lincomycin , clindamycin , colistin , and sodium colistimethate ) , magnesium salts , lithium , local anesthetics , procainamide , and quinidine .
MIVACRON	colistin	int	other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as mivacron include certain antibiotics ( e.g. , aminoglycosides , tetracyclines , bacitracin , polymyxins , lincomycin , clindamycin , colistin , and sodium colistimethate ) , magnesium salts , lithium , local anesthetics , procainamide , and quinidine .
MIVACRON	magnesium	int	other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as mivacron include certain antibiotics ( e.g. , aminoglycosides , tetracyclines , bacitracin , polymyxins , lincomycin , clindamycin , colistin , and sodium colistimethate ) , magnesium salts , lithium , local anesthetics , procainamide , and quinidine .
MIVACRON	anesthetics	int	other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as mivacron include certain antibiotics ( e.g. , aminoglycosides , tetracyclines , bacitracin , polymyxins , lincomycin , clindamycin , colistin , and sodium colistimethate ) , magnesium salts , lithium , local anesthetics , procainamide , and quinidine .
nondepolarizing agents	tetracyclines	int	other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as mivacron include certain antibiotics ( e.g. , aminoglycosides , tetracyclines , bacitracin , polymyxins , lincomycin , clindamycin , colistin , and sodium colistimethate ) , magnesium salts , lithium , local anesthetics , procainamide , and quinidine .
nondepolarizing agents	bacitracin	int	other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as mivacron include certain antibiotics ( e.g. , aminoglycosides , tetracyclines , bacitracin , polymyxins , lincomycin , clindamycin , colistin , and sodium colistimethate ) , magnesium salts , lithium , local anesthetics , procainamide , and quinidine .
DIFLUCAN	theophylline	advise	careful monitoring of serum theophylline concentrations in patients receiving diflucan and theophylline is recommended .
fluconazole	terfenadine	advise	the combined use of fluconazole at doses of dg mg or greater with terfenadine is contraindicated .
DIFLUCAN	coumarin-type anticoagulants	effect	coumarin type anticoagulants : prothrombin time may be increased in patients receiving concomitant diflucan and coumarin-type anticoagulants .
methyldopa	antihypertensive drugs	effect	when methyldopa is used with other antihypertensive drugs , potentiation of antihypertensive effect may occur .
methyldopa	ferrous sulfate	mechanism	several studies demonstrate a decrease in the bioavailability of methyldopa when it is ingested with ferrous sulfate or ferrous gluconate .
methyldopa	ferrous gluconate	advise	coadministration of methyldopa with ferrous sulfate or ferrous gluconate is not recommended .
quinolones	zinc	mechanism	administration of quinolones with antacids containing aluminum , magnesium , or calcium , with sucralfate , with metal cations such as iron , or with multivitamins containing iron or zinc , or with formulations containing divalent and trivalent cations such as videx ( didanosine ) chewable / buffered tablets or the pediatric powder for oral solution , may substantially interfere with the absorption of quinolones , resulting in systemic concentrations considerably lower than desired .
quinolones	VIDEX	mechanism	administration of quinolones with antacids containing aluminum , magnesium , or calcium , with sucralfate , with metal cations such as iron , or with multivitamins containing iron or zinc , or with formulations containing divalent and trivalent cations such as videx ( didanosine ) chewable / buffered tablets or the pediatric powder for oral solution , may substantially interfere with the absorption of quinolones , resulting in systemic concentrations considerably lower than desired .
quinolone antimicrobial	warfarin	advise	however , because some quinolones have been reported to enhance the effects of warfarin or its derivatives , prothrombin time or other suitable anticoagulation test should be monitored closely if a quinolone antimicrobial is administered with warfarin or its derivatives .
procaine hydrochloride	sulfonamides	effect	sulfonamides : concurrent use of procaine hydrochloride and sulfonamides may result in a reduction of the antibacterial action of the sulfonamide .
perindopril	gentamicin	int	gentamicin : animal data have suggested the possibility of interaction between perindopril and gentamicin .
Vindesine	Killed virus vaccines	int	vindesine can interact with the drugs of the following categories : blood dyscrasia : can cause unpredictable myelotoxicity bone marrow depressants : can cause a predictable dose related myelotoxicity radiation therapy : may cause marrow depression neurotoxic medications : can cause neurologic toxicity phenytoin : can increase seizure activity live virus vaccines : may potentiate the replication of the vaccine virus , may increase the side effects of the vaccination , and decrease patient 's response to the vaccine mitomycin c : may cause shortness of breath and bronchospasm killed virus vaccines : may decrease patient 's response to the vaccine
Posicor	astemizole	mechanism	posicor inhibits some of the liver 's ability to metabolize some other drugs terfenadine , astemizole , cisapride , cyclosporine , and tricyclic antidepressants .
Posicor	cyclosporine	mechanism	posicor inhibits some of the liver 's ability to metabolize some other drugs terfenadine , astemizole , cisapride , cyclosporine , and tricyclic antidepressants .
DITROPAN XL	ketoconazole	mechanism	mean oxybutynin chloride plasma concentrations were approximately dg fold higher when ditropan xl was administered with ketoconazole , a potent cyp3a4 inhibitor .
antimycotic agents	oxybutynin	mechanism	other inhibitors of the cytochrome p450 dg enzyme system , such as antimycotic agents ( e.g. , itraconazole and miconazole ) or macrolide antibiotics ( e.g. , erythromycin and clarithromycin ) , may alter oxybutynin mean pharmacokinetic parameters ( i.e. , cmax and auc ) .
cimetidine	isradipine	mechanism	cimetidine : in a study in healthy volunteers , a one week course of cimetidine at dg mg b.i.d. with a single dg mg dose of isradipine on the sixth day showed an increase in isradipine mean peak plasma concentrations ( dg % ) and significant increase in area under the curve ( dg % ) .
INDOCIN	lithium	advise	as a consequence , when indocin and lithium are given concomitantly , the patient should be carefully observed for signs of lithium toxicity .
triamterene	INDOCIN	effect	it has been reported that the addition of triamterene to a maintenance schedule of indocin resulted in reversible acute renal failure in two of four healthy volunteers .
INDOCIN	anticoagulant	advise	however , when any additional drug , including indocin , is added to the treatment of patients on anticoagulant therapy , the patients should be observed for alterations of the prothrombin time .
antipsychotic drug	tricyclic antidepressant	effect	the concurrent use of two or more drugs with anticholinergic activity such as an antipsychotic drug ( eg , chlorpromazine ) , an antiparkinsonian drug ( eg , trihexyphenidyl ) , and / or a tricyclic antidepressant ( eg , amitriptyline ) commonly results in excessive anticholinergic effects , including dry mouth and associated dental complications , blurred vision , and , in patients exposed to high temperature and humidity , hyperpyrexia .
TAMBOCOR	digoxin	mechanism	during administration of multiple oral doses of tambocor to healthy subjects stabilized on a maintenance dose of digoxin , a dg % dg % increase in plasma digoxin levels occurred at six hours postdose .
5-fluorouracil	leucovorin	mechanism	leucovorin : the concentration of 5-fluorouracil is increased and its toxicity may be enhanced by leucovorin .
caffeine	ketoconazole	advise	based on adult data , lower doses of caffeine may be needed following coadministration of drugs which are reported to decrease caffeine elimination ( e.g. , cimetidine and ketoconazole ) and higher caffeine doses may be needed following coadministration of drugs that increase caffeine elimination ( e.g. , phenobarbital and phenytoin ) .
caffeine	phenobarbital	advise	based on adult data , lower doses of caffeine may be needed following coadministration of drugs which are reported to decrease caffeine elimination ( e.g. , cimetidine and ketoconazole ) and higher caffeine doses may be needed following coadministration of drugs that increase caffeine elimination ( e.g. , phenobarbital and phenytoin ) .
Azlocillin	netilmicin	advise	azlocillin should not be administered concomitantly with amikacin , ciprofloxacin , gentamicin , netilmicin , or tobramycin .
idoxuridine	boric acid	advise	when you are using idoxuridine , it is especially important that your health care professional know if you are using the following : eye product containing boric acid .
EQUETROTM	desipramine	mechanism	agents that have been found , or are expected to have decreased plasma levels in the presence of equetrotm due to induction of cyp enzymes are the following : acetaminophen , alprazolam , amitriptyline , bupropion , buspirone , citalopram , clobazam , clonazepam , clozapine , cyclosporin , delavirdine , desipramine , diazepam , dicumarol , doxycycline , ethosuximide , felbamate , felodipine , glucocorticoids , haloperidol , itraconazole , lamotrigine , levothyroxine , lorazepam , methadone , midazolam , mirtazapine , nortriptyline , olanzapine , oral contraceptives ( dg ) , oxcarbazepine , phenytoin ( dg ) , praziquantel , protease inhibitors , quetiapine , risperidone , theophylline , topiramate , tiagabine , tramadol , triazolam , valproate , warfarin ( dg ) , ziprasidone , and zonisamide .
EQUETROTM	doxycycline	mechanism	agents that have been found , or are expected to have decreased plasma levels in the presence of equetrotm due to induction of cyp enzymes are the following : acetaminophen , alprazolam , amitriptyline , bupropion , buspirone , citalopram , clobazam , clonazepam , clozapine , cyclosporin , delavirdine , desipramine , diazepam , dicumarol , doxycycline , ethosuximide , felbamate , felodipine , glucocorticoids , haloperidol , itraconazole , lamotrigine , levothyroxine , lorazepam , methadone , midazolam , mirtazapine , nortriptyline , olanzapine , oral contraceptives ( dg ) , oxcarbazepine , phenytoin ( dg ) , praziquantel , protease inhibitors , quetiapine , risperidone , theophylline , topiramate , tiagabine , tramadol , triazolam , valproate , warfarin ( dg ) , ziprasidone , and zonisamide .
EQUETROTM	ethosuximide	mechanism	agents that have been found , or are expected to have decreased plasma levels in the presence of equetrotm due to induction of cyp enzymes are the following : acetaminophen , alprazolam , amitriptyline , bupropion , buspirone , citalopram , clobazam , clonazepam , clozapine , cyclosporin , delavirdine , desipramine , diazepam , dicumarol , doxycycline , ethosuximide , felbamate , felodipine , glucocorticoids , haloperidol , itraconazole , lamotrigine , levothyroxine , lorazepam , methadone , midazolam , mirtazapine , nortriptyline , olanzapine , oral contraceptives ( dg ) , oxcarbazepine , phenytoin ( dg ) , praziquantel , protease inhibitors , quetiapine , risperidone , theophylline , topiramate , tiagabine , tramadol , triazolam , valproate , warfarin ( dg ) , ziprasidone , and zonisamide .
EQUETROTM	felodipine	mechanism	agents that have been found , or are expected to have decreased plasma levels in the presence of equetrotm due to induction of cyp enzymes are the following : acetaminophen , alprazolam , amitriptyline , bupropion , buspirone , citalopram , clobazam , clonazepam , clozapine , cyclosporin , delavirdine , desipramine , diazepam , dicumarol , doxycycline , ethosuximide , felbamate , felodipine , glucocorticoids , haloperidol , itraconazole , lamotrigine , levothyroxine , lorazepam , methadone , midazolam , mirtazapine , nortriptyline , olanzapine , oral contraceptives ( dg ) , oxcarbazepine , phenytoin ( dg ) , praziquantel , protease inhibitors , quetiapine , risperidone , theophylline , topiramate , tiagabine , tramadol , triazolam , valproate , warfarin ( dg ) , ziprasidone , and zonisamide .
EQUETROTM	haloperidol	mechanism	agents that have been found , or are expected to have decreased plasma levels in the presence of equetrotm due to induction of cyp enzymes are the following : acetaminophen , alprazolam , amitriptyline , bupropion , buspirone , citalopram , clobazam , clonazepam , clozapine , cyclosporin , delavirdine , desipramine , diazepam , dicumarol , doxycycline , ethosuximide , felbamate , felodipine , glucocorticoids , haloperidol , itraconazole , lamotrigine , levothyroxine , lorazepam , methadone , midazolam , mirtazapine , nortriptyline , olanzapine , oral contraceptives ( dg ) , oxcarbazepine , phenytoin ( dg ) , praziquantel , protease inhibitors , quetiapine , risperidone , theophylline , topiramate , tiagabine , tramadol , triazolam , valproate , warfarin ( dg ) , ziprasidone , and zonisamide .
EQUETROTM	zonisamide	mechanism	agents that have been found , or are expected to have decreased plasma levels in the presence of equetrotm due to induction of cyp enzymes are the following : acetaminophen , alprazolam , amitriptyline , bupropion , buspirone , citalopram , clobazam , clonazepam , clozapine , cyclosporin , delavirdine , desipramine , diazepam , dicumarol , doxycycline , ethosuximide , felbamate , felodipine , glucocorticoids , haloperidol , itraconazole , lamotrigine , levothyroxine , lorazepam , methadone , midazolam , mirtazapine , nortriptyline , olanzapine , oral contraceptives ( dg ) , oxcarbazepine , phenytoin ( dg ) , praziquantel , protease inhibitors , quetiapine , risperidone , theophylline , topiramate , tiagabine , tramadol , triazolam , valproate , warfarin ( dg ) , ziprasidone , and zonisamide .
EQUETROTM	citalopram	mechanism	agents that have been found , or are expected to have decreased plasma levels in the presence of equetrotm due to induction of cyp enzymes are the following : acetaminophen , alprazolam , amitriptyline , bupropion , buspirone , citalopram , clobazam , clonazepam , clozapine , cyclosporin , delavirdine , desipramine , diazepam , dicumarol , doxycycline , ethosuximide , felbamate , felodipine , glucocorticoids , haloperidol , itraconazole , lamotrigine , levothyroxine , lorazepam , methadone , midazolam , mirtazapine , nortriptyline , olanzapine , oral contraceptives ( dg ) , oxcarbazepine , phenytoin ( dg ) , praziquantel , protease inhibitors , quetiapine , risperidone , theophylline , topiramate , tiagabine , tramadol , triazolam , valproate , warfarin ( dg ) , ziprasidone , and zonisamide .
EQUETROTM	alcohol	advise	because of its primary cns effect , caution should be used when equetrotm is taken with other centrally acting drugs and alcohol .
EQUETROTM	niacinamide	mechanism	agents that are cyp3a4 inhibitors that have been found , or are expected , to increase plasma levels of equetrotm are the following : acetazolamide , azole antifungals , cimetidine , clarithromycin ( dg ) , dalfopristin , danazol , delavirdine , diltiazem , erythromycin ( dg ) , fluoxetine , fluvoxamine , grapefruit juice , isoniazid , itraconazole , ketoconazole , loratadine , nefazodone , niacinamide , nicotinamide , protease inhibitors , propoxyphene , quinine , quinupristin , troleandomycin , valproate ( dg ) , verapamil , zileuton .
EQUETROTM	protease inhibitors	mechanism	agents that are cyp3a4 inhibitors that have been found , or are expected , to increase plasma levels of equetrotm are the following : acetazolamide , azole antifungals , cimetidine , clarithromycin ( dg ) , dalfopristin , danazol , delavirdine , diltiazem , erythromycin ( dg ) , fluoxetine , fluvoxamine , grapefruit juice , isoniazid , itraconazole , ketoconazole , loratadine , nefazodone , niacinamide , nicotinamide , protease inhibitors , propoxyphene , quinine , quinupristin , troleandomycin , valproate ( dg ) , verapamil , zileuton .
EQUETROTM	valproate	mechanism	agents that are cyp3a4 inhibitors that have been found , or are expected , to increase plasma levels of equetrotm are the following : acetazolamide , azole antifungals , cimetidine , clarithromycin ( dg ) , dalfopristin , danazol , delavirdine , diltiazem , erythromycin ( dg ) , fluoxetine , fluvoxamine , grapefruit juice , isoniazid , itraconazole , ketoconazole , loratadine , nefazodone , niacinamide , nicotinamide , protease inhibitors , propoxyphene , quinine , quinupristin , troleandomycin , valproate ( dg ) , verapamil , zileuton .
EQUETROTM	clarithromycin	mechanism	agents that are cyp3a4 inhibitors that have been found , or are expected , to increase plasma levels of equetrotm are the following : acetazolamide , azole antifungals , cimetidine , clarithromycin ( dg ) , dalfopristin , danazol , delavirdine , diltiazem , erythromycin ( dg ) , fluoxetine , fluvoxamine , grapefruit juice , isoniazid , itraconazole , ketoconazole , loratadine , nefazodone , niacinamide , nicotinamide , protease inhibitors , propoxyphene , quinine , quinupristin , troleandomycin , valproate ( dg ) , verapamil , zileuton .
